articleWordCount,headline,snippet
981,Postcard From China: Secret Video of a Women’s Rights Demonstration,"Feminist activism blossomed here as recently as 2015, but today it is in a deep freeze."
344,"Questions for: ‘In Major Defeat for Trump, Push to Repeal Health Law Fails’",Why did House Republican leaders pull their proposed legislation to repeal the Affordable Care Act?
619,Does the U.S. Constitution Need an Equal Rights Amendment?,What is the “new galvanizing force” that some believe can finally make the E.R.A. a reality after decades of stalled progress?
1038,New York Today: Film Festival Frenzy,"Monday: The city’s cinematic sweet spot, a week of warm weather, and the first film in New York."
1075,Positive Emotions May Extend Life,Actively cultivating positive emotions may boost the immune system and counter depression.
1046,"When Teenagers Drink, Avoiding the Risks From Driving","In a study, more restrictive policies about drinking were associated with fewer teenage deaths."
1135,Training Your Brain So That You Don’t Need Reading Glasses,A monthslong regimen can compensate for what eye muscles no longer can do.
343,"What’s Going On in This Picture? | March 27, 2017","Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see."
811,"Hong Kong Arrests Democracy Advocates in 2014 Protests, Raising Wider Concerns",The development has raised fears of a broader crackdown more than two years after protests demanding freer elections swept Hong Kong.
1538,"Drought and War Deepen Risk of Not Just One Famine, but Four","Six years after its last famine, another is about to tighten its grip on Somalia. South Sudan, Nigeria and Yemen are also at risk."
621,The Administration’s War on Science,Mr. Trump’s inaugural budget blueprint is a narrow-minded document that sacrifices American innovation to small-bore politics.
856,Can Democrats Win Back Catholics?,Hillary Clinton lost the Catholic vote and her unwavering support for abortion rights is one reason.
854,The King of Crash and Burn,"As the controlling party, you must move from the hissing audience to the sweltering spotlight."
782,How to  Build on  Obamacare,But will Trump prefer to make America suffer?
1473,The Bolsheviks vs. the Deep State,"One hundred years ago, Russia’s communist insurgents faced a stiff challenge from an intransigent bureaucracy."
1315,Our Delight in Destruction,We were surprised by Donald Trump because we assumed both humans and history were driven by reason.
1216,Still Waiting for Reforms,"Efforts to overhaul the world’s No. 2 economy have “fallen into stalemate,” contends a report that chastises national policy makers and local officials."
1170,"‘Billions’ Season 2, Episode 6 Recap: Wendy’s Back",Chuck’s wife negotiates a deal to help ease her husband’s burdens. So why does Chuck feel so bad?
1355,"‘The Walking Dead’ Season 7, Episode 15: Guns, Pills and Betrayals",Sunday’s episode raised some questions and addressed several outstanding ones from the past seven weeks.
1046,"A Drink, and a Dissenting Opinion",Lynn Nottage’s bracingly topical play explores the working-class anger and anxieties that put Donald J. Trump in the White House.
1033,"‘Homeland,’ Season 6, Episode 10: The Facts vs. What People Want to Believe","This week, a video tells a lie, but it’s a lie that half the country wants to hear and embrace. And the truth won’t put a dent in that."
1202,"Dealt a Setback, Republicans Aim to Push Tax Cuts","Congressional Republicans face a challenge made more difficult by the collapse of their health care bill, and may have to scale back their grand plans."
1405,Pushback From Right on Lies as News,"After a decades-long project to undercut the mainstream news media, some right-leaning organizations are pushing back, our media columnist writes."
1155,"Amid Leaks, Recalling Major Battle Over Press Freedom in Nixon Era",President Trump’s fury over leaked government secrets evokes the Nixon administration’s frantic efforts to block publication of the Pentagon Papers.
254,Symmetry in a Klezmer Key,A man recovering from bypass surgery senses his ex-wife’s revenge coming from the radio in an a semiprivate hospital room.
1028,States Seek to Step In on Privacy for Web,"As Congress acts to roll back regulations limiting access to consumer data, several states are considering laws that could have a wide impact."
527,Police Operation,Tom McCoy is watching us.
408,Two Towering Figures Form an Unlikely Bond,This play about Samuel Beckett and Andre the Giant is based on fact and the imaginings of the playwright Gino Dilorio.
974,Old Man on the Ducks: Taking the Long Way to the Final Four,One of the oldest players in N.C.A.A tournament history helped Oregon advance to the national semifinals for the first time in 78 years.
890,"Six Years and Hundreds of Crimes Later, One More Visit to a Scene",A writer returns to the subject of past columns for a glimpse at what the future holds.
7834,Trump Vs. Congress,"After the president suffered his first defeat on Capitol Hill, can the White House still make good on its legislative promises?"
125,The 2017 Merl Reagle MEmoRiaL Award,"Marie Haley talks about how she met Merl Reagle, this year’s MEmoRiaL recipient, and keeping Merl’s name alive."
107,The Rankings After Puzzle 6,It could be another victory for Dan Feyer. But it’s not over until it’s over.
794,Mixed Results,Tracy Gray and Jeff Chen try to blend in.
2148,Justice Springs Eternal,The presidency of Donald Trump doesn’t spell the end of criminal justice reform. It may just be getting started.
1253,"After Great Pain, Where Is God?",The reason Jesus came to us “acquainted with grief.”
833,Break Up the Liberal City,Our most successful cities are conspiracies against the public good.
605,Congress’s Duty in the War With ISIS,Legislators have a constitutional responsibility to approve protracted foreign military action.
1141,The Truth Is Not a Toy,We don’t need to traffic in conspiracy theories to realize how outrageous Trump is.
938,"Donald, This I Will Tell You","Dear President Trump: Are we going to lose so much, we’ll get tired of losing?"
125,Meet the Judges,The A.C.P.T. doesn’t run itself.
1799,Staying Awake for Your Surgery? Don’t Panic if You Hear ‘Oops’,"More people are rejecting general anesthesia for procedures, prompting doctors to narrate their steps as they deal with alert patients asking questions."
1617,Trump Becomes Ensnared in Fiery G.O.P. Civil War,"The health bill’s defeat leaves the president facing a wrenching choice: ceding power to his party’s anti-establishment wing, or seeking other pathways to successful governing."
549,Variety: Puns and Anagrams,In which we see Sam Ezersky’s handiwork two days in a row.
1013,Dempsey’s Hat Trick Seals a Win and Steadies a World Cup Campaign,The victory revived the Americans’ hopes of making the World Cup for the eighth consecutive time.
392,Noisy Neighbor,"When a tenant in a rent-stabilized building refuses to stop having loud all-night parties, what can the neighbors do?"
1118,Time of One’s Life,Sam Ezersky and David Steinberg offer us a puzzle that will be a learning experience for some.
759,The TrumpRyanCare Debacle,"Despite their ceaseless attacks on Obamacare, Republicans leaders never had a workable replacement plan."
837,Trump’s Triumph of Incompetence,"He has crafted an administration in his own image: vain, narcissistic and dangerous."
1043,"President’s Choice: Repair Obamacare, or Ruin It",President Trump and congressional Republicans must decide quickly whether to make the law work or try to undermine it.
